score,score_in,score_out,y0,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,year,month,day,hour,minute,second
(0.367519107953383+0j),(1+0j),(1+0j),(0.367519107953383+0j),(0.181+0j),0j,(0.1+0j),0j,(0.2+0j),(0.45+0j),(0.23+0j),(0.08+0j),(0.025+0j),(0.04+0j),(2.11+0j),(17.7+0j),(-3.23+0j),(8.28+0j),(2+0j),(2024+0j),(7+0j),(30+0j),(12+0j),(50+0j),(11+0j)
