Q,SE,uuid
7413.185569798816,0.5962114612307962,20241226153010_855dafb4e67c4247a9fd764edeeea984
6480.949419595442,0.8098042877092093,20241226153117_5046d43d0d2a404c82b6f2847f087634
4500.019433241579,0.8701428916979272,20241226153216_ef4f91593b3a4a3ebfc8fee2e8837bd9
14860.226021604596,0.45928841508733775,20241226153319_6ff3dd3caf344e9ca9251652df8450cb
7763.910307421218,0.5930398592160613,20241226153422_0182beb7a59d4bb8999b5727c771fc8f
5710.124635285728,0.11920013315982081,20241226153522_ed9728f8fbe040149b7a8ba3e431d9b5
6593.473355194305,0.524922739669563,20241226153637_079afb473bcb474482a1801a755ae431
8290.291386122935,0.7091018230560191,20241226153741_301e4a47451c416581b386528f16d758
3539.6681882607495,0.5031948813462503,20241226153847_6e841503a02e464599bda42f588d70d2
1315.5804880791145,0.0821717889479533,20241226153953_c98fbebe64844a1e9957b6a426c1bf4b
2175.944290688645,0.08143369474296858,20241226154101_78a658b0cc014eafbf79df8ad4fce933
8731.557322547558,0.622592107156277,20241226154214_809d543b0a914d839797d950597c76da
6628.515599962018,0.7984100783112049,20241226154320_42d0c4c88d744ebd99b8b5987ff44d34
2345.7028806121325,0.5529245131988381,20241226154427_614f607d89144580aa00175a41af9111
11215.170868471687,0.49077645678687165,20241226154536_6d2824d3d4c446868718f022ac72c85c
8953.226955146136,0.6346865490290741,20241226154637_dce7d429579147038a8698320fc9a6ef
8813.700842026521,0.5350524477680836,20241226154746_8c51daa2d4cb42fcbbce4c903ebd76e5
10454.823147423094,0.4593570090943935,20241226154852_23b21e135b68421e8e7aa20cda5856d7
13896.09005745856,0.6637487800688022,20241226155001_9f673fc23cef404ab8f26e874c9ec216
3807.466496214692,0.6946014474743966,20241226155107_adfe844b7e9b4ac0a759f78745a05b85
11259.21024205168,0.37240811510723726,20241226155206_ddf575dd8f034194ae17f5db0741c0a8
10757.788811923258,0.6172741990999961,20241226155314_681ea436a97c4dd596a838e68f121acd
8226.337711207872,0.6148639231811148,20241226155417_a3513d59943e4b85837dd469d7d206b6
9643.643214080052,0.5014804607393234,20241226155526_57e8b484e1d34d62972f635620300d6a
4475.509381368762,0.8212499740952023,20241226155629_370cf09808044873ba81fe6883bf1fbe
7542.481636183694,0.6037335067364478,20241226155728_f7a98fdfc902444ab7e00a83243cfdb4
16083.47846695838,0.40799407251914077,20241226155830_aeda0a2f502b4ae1854e61371252aec1
10614.724485860075,0.544507763712578,20241226155938_72f733c9ca8e4fb695c35b2a3f674f3e
22854.417928922645,0.3135530965475877,20241226160036_621073a61c48483894412f4664537281
15646.443018152822,0.47556998947956164,20241226160147_ceaf070d2ff344cdb9da13c401fc6296
17481.74300249614,0.41107754605562274,20241226160251_ba5154b1cf9349ae9ff530e8d26d172f
8342.118106443835,0.46627383153069446,20241226160353_803e4487f9e0497891b2c090982f8601
10471.386126944475,0.6489999080075957,20241226160459_6ed0a39505cb467dbbb4a03c8df175f2
4346.658353456427,0.7038886474795427,20241226160609_93c200ec32e14f2fb2b92f1cfb28a8c8
1622.280530443137,0.19262088876351102,20241226160712_e065072408b34159a865b32fdc3c0c53
13584.989075648858,0.6028788897360934,20241226160819_f5e6501289af4b5a9278af7c62f34dca
8816.877217486652,0.5793041128657936,20241226160928_eeb97fa2a0e94f82a8714dde89c45c01
6810.067698263142,0.6939945381531877,20241226161026_16244bd779c447b8b4a3fb66f6899d6f
2632.3499742577424,0.6394668974525419,20241226161138_77b3b644087a422f884aa3ab27b236df
13231.847606820751,0.667204429375702,20241226161238_2512c6245f3145d8ada818ea10ac472d
9780.115505024913,0.5415406249662538,20241226161338_47c6159ad2744d99a22a26fee540aec7
10885.556593754742,0.5546629845407877,20241226161443_7c316d77a3b94386baa46b17e9f345e3
9109.737676922941,0.5588965986610612,20241226161547_87af4ac94df046c6acb5bd2f47e24266
4971.8653904991725,0.37198047633286047,20241226161647_1922945a54694926add637bf2d748e25
5132.48764711788,0.5850485651782993,20241226161753_881e9added9d40e19e577e116dffdf30
11135.258217438817,0.5671527902531015,20241226161857_0454f8f7a2654ea6a09b2995a0c25a99
15910.746830579628,0.5955234714234218,20241226161958_351e7a119121448f8c898d147a5446e8
4113.595689107086,0.472635398084329,20241226162059_ff7faa323c174317be03e41238046279
19257.51189850316,0.643012523571973,20241226162207_61f31f200fd648d8a240cffec6f22f7c
12559.279137611888,0.6021015012170687,20241226162310_a8ef5f34ad304789b47fbf08627360cc
6168.254231144002,0.7111737066384283,20241226162413_90a7cdf1a17546178f06c9a5c3ec4b05
9942.41573759607,0.11718837163562545,20241226162517_133507773f2c4c6482876375c48fa80c
66466.91698278041,0.6018420526428998,20241226162615_0af565d4d4fb4d5e822d4f3e3af659b2
1986.6944891757357,0.7002959308214347,20241226162719_31097be958a540478e11a85a817b332e
3573.4488554063714,0.6538644041713814,20241226162826_9f7b1450e2f748958dd94cd4ce7216a4
20778.437927678326,0.39882785539167287,20241226162933_65eafeab29964c1196dc5ce89cd7c63a
4470.597816085279,0.791574724913181,20241226163042_d3945770634a4e4b8cfca2c173a48df7
10593.787713519956,0.38217841619102855,20241226163143_c3e644f486534be78be22bbbc7579f2c
10912.983964383071,0.7107886630592049,20241226163250_ba0bd66e6a0f4104bdb299c4fcbaa2d4
13026.657362463833,0.5859183679831944,20241226163356_3ba64dda2210499b88320ba67ef9959a
10590.843523158219,0.30461525926648225,20241226163503_fbc86970af0a401d8a7c0eff0f8741fa
13872.403921444164,0.5082383728333342,20241226163622_3209fdefc1bc4e5b8df407cd4894e0fe
16230.382481607834,0.2403547537648565,20241226163731_790c3acda37f4357b41adb8a782d48d2
7065.929006851033,0.45691534645816034,20241226163836_925e999f84f143f49ce5c7860ca4aca5
6317.166794569555,0.4404347053159484,20241226163943_aa465ff46e47487c903e26dbc2a2733e
5979.932057719098,0.26352305362932116,20241226164052_80d351f840ae40739275e8c6bea0b141
18470.858069243295,0.47196448429438065,20241226164150_7f9fd6e964cb4e9b9394c59b87eca95e
13593.13644255522,0.5223531449426608,20241226164253_1704b0573cb84eecae8edca6e7b8c05b
16374.226835250956,0.4999724940975473,20241226164356_b69efaf44da24be3859c90296379c2fd
5091.952269296334,0.06593607551210667,20241226164502_cd55960f23014e24b61914c6334377f6
10320.611830620568,0.2406644212080561,20241226164619_f165a876277e4f02b682164eb703626e
4961.923963021329,0.2255010448798812,20241226164732_ee72117fc574449e94a21cf9ae93f9da
11597.135110371002,0.6813336099831736,20241226164845_b6da1ece05064a7c84aa55f765ae18ef
11956.381489598954,0.4697370758112631,20241226164951_6dfc93c61f984694870fcd2cdc8b7abe
1546.3225376997284,0.4595913525718309,20241226165054_d646c373e9e444f18686808e15fbb439
16487.435897492458,0.6383142344820127,20241226165201_2324ed8b40b2433fbfa694d395aa6852
,,20241226165311_df69d36cb46447089367c54a3e195ace
9025.102614423287,0.43883332044410406,20241226165422_6d44ce98baff4640a81732dba41f1824
1457.2021469652411,0.5627970548577335,20241226165527_64616672aba84020a80e4d2794cf071f
5814.004355409397,0.7267187671625801,20241226165629_ee9e0f4d36ec47a18c439d98e1de9a5c
5644.620670356098,0.8630995880159542,20241226165729_e4442b80a8e54a69960ebaf6ffeb1351
20539.658810919365,0.468300141163283,20241226165830_d72312a4b46b42a7a56adba20c3ebb87
9489.094980943239,0.09424192761509964,20241226165934_7b19aeaa7ea648ef8e1b6c82da04c579
4545.679312583567,0.7096625681958086,20241226170038_ae9250f077dd4d6096531c7c3991d702
6810.998669705647,0.7195525938469465,20241226170148_0a5fa96b88a440419a1289d92bf64c33
6668.288781488142,0.7895734228772728,20241226170256_26c27d896ba346e588c42aef6b30a788
8899.39178806689,0.40311511847395665,20241226170404_86ae4a4d05d94bc68e502658c3129075
4658.530806341403,0.10822035951877951,20241226170508_7a618c6bba624f33a8927a47cb2f8f73
4362.767352086951,0.251102392460513,20241226170616_6768d942f0cf4debbf3abde583bb33bd
3674.4299280122923,0.8158583829121597,20241226170720_c98b76236c7d44bfbb352ec1aa833417
2269.9988190420427,0.07966294473056079,20241226170826_6c09ff5dfc394bf18e550d4bcac82ab0
15732.153060734981,0.47720312871286064,20241226170936_6951a86035b5407d855327e9927cbb34
16693.828381340667,0.4715854643508762,20241226171034_6e72a32decd542d6b93af5c72a279ed4
11222.125429060068,0.7152328453090732,20241226171132_3429e564cd2c43908e066b84a5a8d077
3781.4716775631805,0.6200123900923843,20241226171236_b0fdef21924b46bd9668093cdd622bc8
6523.825638023528,0.8630376496034542,20241226171346_19b4ef188dc44241860029263720aaf3
977.6276014866904,0.5422626024813189,20241226171448_50c63c6ca27f4a2cb6b49956a26681aa
16972.551925570686,0.3260471827551401,20241226171554_8425dfb22ad24e118b28644b0b4456e6
3379.2687904664276,0.3260584847301007,20241226171653_cee0b14c4d274f6e86f29e408cbd3575
1864.7717488253777,0.49146875622170916,20241226171809_e0e26d2436f24db4998991782d6ac8f4
21961.386224438233,0.7969418948401868,20241226171916_df65f6ebe801450cacd7502e41312177
6577.594952172127,0.610290547863424,20241226172030_ebfa9b137d1c4677bf4d391e9909ecdb
,,20241226172139_409b5452176e48aebd27ff117ca29061
505.3739122963093,-1.0140278972059491e-07,20241226172257_16c4d3ae9a7e476ebf65a75cfa9b1760
4909.280024040047,0.2529752602098386,20241226172343_b88104ac00164c1b9494cdee69c4b390
16954.459386274382,0.30208446120594346,20241226172454_56f48eac917a4f09afee29dd7a96a77d
3169.475200254911,0.4799880320826321,20241226172555_8e5dcc2a75364382b0c8f7b7e21baf79
5901.104184184389,0.605015499921133,20241226172657_41d474d3833541a480ae9fee3901076a
4129.341768323341,0.37104730487940396,20241226172758_678ade11620f4711bc4b55f637111461
5846.076338266996,0.6377948348554945,20241226172905_158a1965fabc4187b7270a47c5b2213e
20948.726934180584,0.4571377251069192,20241226173008_d71289d85fad45a583fe22ef7a2bf82f
10530.37085356504,0.6683019292522089,20241226173113_d92fa26c5cb7422bae0c529ce0d4dcd8
8266.74341979812,0.36809859941782763,20241226173217_e2be2574d4d84835bf321b0ed425e60b
13734.014217641567,0.25149905445598864,20241226173325_992c5c003f1f4a8dbb285ee1c75955e0
12954.72271238432,0.42388113025297414,20241226173431_3908978b702f42669189e44ed63f42ef
5771.568747677789,0.3241500494743539,20241226173538_82a715ec4ead48628db6091d5e8ca3f2
12601.884802603692,0.6277786531285929,20241226173647_e2c8c6163fc64be5bc87079bb2950ee8
18319.610996508603,0.46752997555992515,20241226173753_9f9fcc720c464942b01dd23186ca8901
9095.435336218206,0.42811270843611227,20241226173857_5a477dac633e45c3bb734364a61436eb
2658.1040948029126,0.2332859360206565,20241226174003_b312d2b72f634b39b24eb005aa823954
7344.454552591692,0.33936362949974974,20241226174109_5f5dceb63e2640108a761525caef0927
2866.8294846724293,0.4349553292590862,20241226174209_638b9a9ac2c3489f8c0baa4778938ca6
2679.474864497682,0.6892959613481404,20241226174311_484e1d688d244a42a12411c517af9b1b
15006.149483537081,0.519427461194446,20241226174414_38d7f2aaa6e24ea7848a4a9ef0bfb580
16322.919372998509,0.471835107811195,20241226174519_399cb94c963842b3bb183edb1bf90d49
20848.54799762427,0.5151899330179285,20241226174623_f49554510fb040089ebaf6fdb538a882
3898.214551855041,0.4893627066811226,20241226174726_6f52e028c67c4ac7b9686668fcaa1118
17373.85723304978,0.21114211933633242,20241226174845_6c90d55f168e427ca8ecd29d1bb91ed4
7907.858605360293,0.6600143412270507,20241226174950_d1cfe7123aba43eca96d1ae4a0cf9d71
13312.695265327158,0.5135050703011936,20241226175057_ac6738b602794acabda1b335d7438853
8580.273385737699,0.7986036852198608,20241226175159_c55f6f0d1eeb4181af878f45037e4436
14568.370391903156,0.45711294507933575,20241226175301_3d47fa60e47e4206b9c3868a136fab25
2190.5955745004208,0.7903830406021178,20241226175402_8be9f80b2e1b45f9b57631558933e228
4075.6534761578387,0.5695750405976046,20241226175509_e1b6f514784543728edefe406de75eb7
18836.804880450345,0.47281005349485183,20241226175606_15a9f1363ecb4b6e878b7f0413b3d5ca
5625.724071067022,0.7551060699753688,20241226175710_1974ae1bcec9470abd436b00096682b3
80566.80993331906,0.6295514742474879,20241226175814_97afef9b163a4ae1a4b69fea0aa7b4f3
,,20241226175911_447a974c24514f8888f8f58986a27794
14824.990840899774,0.530125557931001,20241226180012_002cded9138c477c8de3876c77e9528d
4193.963345763665,0.8211414131105514,20241226180112_66c370be14ed4d3a8d220788b173b148
6485.608963037193,0.654714616744857,20241226180213_b8ba4f00758b42e5ad7e63487013ea74
10389.448471220872,0.44279169647680106,20241226180322_0c1c0a23a0ff4db787f61cdbe0fb321c
9094.901611740923,0.37151211669575,20241226180422_1f67fc5e4b544ac2b232bd3e2d9f2273
75725.83159755173,0.6220341027129721,20241226180528_d6ebda1218624b46816c910b929048ee
2964.74655476492,0.5515681027753229,20241226180628_2034838c3f124c38bcf8c8dc3fc19399
3713.178420711746,0.7353561415134223,20241226180735_bf640afc270749829acd9ae604a20fe9
15452.55213515288,0.4252764347315967,20241226180839_54bd243d4d824829b243c476a139b814
2390.9783262065944,0.4913825983140153,20241226180946_406e6721c95e43cb9e4a2e7b8c89f557
3487.2304374169416,0.8449346857491608,20241226181053_327b5d886de84ec38fd98e2d5b5f2f21
4529.401111211387,0.46892517610464923,20241226181201_c6e7a7d9500441e78ce8c6c3fda1c68e
10153.106131348983,0.06925088183924533,20241226181309_d2b6764f0d6e45b1b31f8a992dd15c65
10670.931847774475,0.4280054308306577,20241226181414_bdb9025ad7164608bac9257f58f86b78
1717.5520333565646,0.37751434348348156,20241226181519_3882a06dabbd4b348fee14da6a6be430
3155.1348522078933,0.5810831594787158,20241226181619_24ed3342da7a4af89625552cd2a98c0f
4672.621344607138,0.4102851106893787,20241226181739_139596940ae1442a80fb92997a3e76ac
8338.195020590783,0.837658800150513,20241226181834_d783cbb02aa842cfa02e1a832c8c3c21
9791.638742451967,0.5284859425205827,20241226181935_212a84c99a6a4e81b40277b82ddbc526
4200.0076553765275,0.06524964928802113,20241226182036_6a487d8507ca45b2aa6edfb29fdf1f6c
10558.18499378301,0.5251737564258812,20241226182146_d1764a698fed4c03942819c62ee12929
16848.7093784557,0.5270972908549085,20241226182243_58dcb886f28740dc86e8d45bc661555b
7586.997820244593,0.17986131961290508,20241226182348_52c1e425f3664b7ea74755db14253389
4874.162205036721,0.6413790162626201,20241226182458_61f7631973dc4a2b9ee8ffaf58c8226a
6741.795102174416,0.6036906949190639,20241226182604_039eba8b51f54cf7937d101cf0a2382e
6252.253220085357,0.6420664138419667,20241226182708_cb85ed14c3564c5f876ff870ed7491c4
4132.279965828649,0.5948665600135885,20241226182815_4a23780661824c7f935534fb86e4c300
5202.821515522083,0.2486520500430467,20241226182918_a87f2882eb2a42dfb7547c409ea67dc0
22833.28467778923,0.17926752077283958,20241226183028_72841618e68e4890b54efeafaccaa619
2882.4594202604403,0.28445609957145324,20241226183129_02474502ae844dca89c5118d78ae0dc3
10129.597247552381,0.579069777547864,20241226183240_0bdd77dc3f444b009abb067e469064a4
7829.383907788045,0.7743571467786243,20241226183341_7a1e8177e0754cfa979d77316d9b3723
7799.489711134422,0.7038989260527561,20241226183446_8db2818ced28438195ef9905dbb1af43
3548.7059575443213,0.43715528836325657,20241226183552_de3adf528603400e857dc11e3854ce81
8202.545608656264,0.5529532779334113,20241226183656_6a5bc35042024d51acb84881ecda9bc1
7340.227292860614,0.5832837385672233,20241226183755_3b8194bce46b4f0aa07114fd9f524656
13714.621225828138,0.24270159769747746,20241226183856_2298db387e42444483feaa1d9546efc9
2153.1749935131456,0.5499081041806242,20241226183959_05c9e1c14d99443aa09cecba4bfe6cdf
9753.01564263837,0.35263203705240964,20241226184105_fffef51ce4944358a633796a702f1db0
2960.6968671883574,0.6805611653626855,20241226184215_1142eb1a57ca4dbeac0d69eefc93f52b
9403.826197378534,0.5802058103252707,20241226184320_48b7babf72dc432b8a0265cd5199d3d1
2837.064151175756,0.5821480683639065,20241226184416_993c897a7f1f4cf59b2dfcbe664ea552
,,20241226184512_eebf2a72f1c14cb4b6a99fc23c957c62
7708.856446863224,0.6479404826916653,20241226184624_e31e077db92b47b49563cc86f6c67f94
6792.853226400611,0.29065614942899987,20241226184728_793d0606811642ee9c55e672d2008837
8913.47462172869,0.4992003545358261,20241226184833_7470bf3057ec494ba726d4651c669340
11986.140946363414,0.559823179173127,20241226184936_e6d36825cc7b4887b177e7ab0da05f40
12265.684030702661,0.34006365900949376,20241226185043_55415566c301495d905942b16f13bdd9
2521.5628931601636,0.3386691466263644,20241226185152_5d9ea9376b4547a29ba52da6da3e8823
2100.3181369591207,0.7445747903348705,20241226185301_985ff310c9854595bacce1b59b6b3e9b
1584.0850387155206,0.6718435626972963,20241226185408_ef6bfc55c926462cab8a21ba0ff349e8
9208.688237550836,0.7037818907612657,20241226185514_0b9c98b62d134f82b4dbb104a254e908
15104.700036918919,0.5726628947213133,20241226185616_a07e3152bec147a5adc8ec7e4a0f290c
11735.457012081879,0.5858339312892034,20241226185726_62fb3b0a84e14e738972372e362c8622
9948.675648717328,0.5738416252484175,20241226185832_1cbfb8608c7b426dae03449d82f67232
2626.544159339858,0.504683669448835,20241226185938_5aaa3a01f5bb4011a6acb8f9f7ca17cf
58010.36474657599,0.6427717030455549,20241226190039_0c20d0f73e6543f3992b8e8be006cfae
15950.845297350379,0.49045200569366965,20241226190139_2c70a5ac6dcd4e9488230db9a43b109f
10500.558074255547,0.6149389548732829,20241226190242_1bdbde66f1a04672b9c1922bc0633193
12382.851888456586,0.4886254666788704,20241226190347_9a4f6052066042caa59c02ab2b32edf7
7650.024248819254,0.4202085315200984,20241226190446_05ce6cd56b424b84b054ad951d723543
3289.749665506323,0.395619521441804,20241226190555_6e57edc248b7443fa5e8b7ff245d30ce
7136.7328799303505,0.7717980743728383,20241226190709_58078acb910b46199975531a243985d9
2791.985857697076,0.6714068663432861,20241226190811_fb3ca9db160a4d72aec46acc64cd9fec
1739.7249232670747,0.4910692554778642,20241226190912_f3e6f500cfda43b2920cdd5c535deaea
6787.61529585314,0.34113696857002684,20241226191014_5f54fd6dfcd64daeb605fdbdc4212dc1
8055.208072380108,0.7805247361324728,20241226191124_275eeb3145494a42ac32e7ce021ada01
3316.000574081528,0.5707427186597185,20241226191226_7e216924de8e4b588e32413b617ca40e
13038.09097260434,0.4234014628390961,20241226191337_fd34c5d2e3c847d68225abbe53a5984d
16881.16210802592,0.5345703154607149,20241226191442_294faeabff4249049f07b08aa80a3ee5
3917.832049676534,0.8585612917913263,20241226191548_be1a73c1889e49e5b49df01328469212
3719.9094201140647,0.7463502681988412,20241226191654_0e1441f1b32c406ba3a2fcaca2dc0e87
10368.191311440807,0.5207377993642294,20241226191802_410e0cc0118b44678af3d338ac794e2d
14125.640952606913,0.5386989844913975,20241226191909_e5ccc01d04a14f64905f4eb0a9b50274
