Q,SE,uuid,t11,time_cost
4586.7020569165525,0.14006392329735673,20250109164454_788443d7fe444d008653777926685e00,(2.4415136579136743e-11+0j),73.02102041244507
nan,nan,20250109164612_4e97223090aa49ba8626ee183ae31909,(-9.341505347038037e-11-2.6716406864579767e-12j),67.83204960823059
10397.223357756051,0.4319830875921613,20250109164743_665287ac8b984036a9ae5ae80663b321,(4.7474468800601244e-11-2.5579538487363607e-13j),79.09957075119019
6404.26060524085,0.7634473637416942,20250109164907_1e0d254e17c1422b92b7159b1a1b994b,(2.0110579868060086e-11+0j),72.16696691513062
5421.650274489381,0.38259728456974385,20250109165024_3c728283fdcf42a099e74c7bb67a8440,(3.815614491031738e-11+0j),63.01531267166138
12888.815758318397,0.37125481271032057,20250109165133_f175d169bffe4c838ed715c45de75dd8,(-3.373012980034673e-11+0j),71.8385443687439
3611.804375597924,0.6936926033970559,20250109165250_b2bf48cac9d4493f82fe5e2208bcb2f5,(-8.944311957748141e-11+0j),66.6956000328064
6745.720035109907,0.5651652184632852,20250109165404_e3d3b9bdb627409499e6e924d996850d,(-6.441069899665308e-12-2.0961010704922955e-13j),62.20175838470459
11859.953406682649,0.5870938533326453,20250109165513_ed2b12ebb2a64640a0242d2542b48451,(-9.125411537524997e-11+0j),59.789525270462036
16360.05429233978,0.825902870684046,20250109165619_a25a29f820f14ef88bbf6a767c677c01,(1.2088552381328554e-11+0j),70.14359140396118
nan,nan,20250109165734_fe076b8f2947488199bc1d9e1db7dcca,(4.956746124662459e-11+0j),81.79731774330139
7192.338529909656,0.4026417065234551,20250109165914_6900218138f14880acd1656375c51f4c,(6.498357407735966e-11+6.750155989720952e-14j),62.94551873207092
5810.045383592374,0.3469465263608127,20250109170023_1fc691c400a54a5ebbfb221022dabb4d,(-8.753731073340987e-11+0j),82.64316701889038
24194.227956879426,0.28282714246160356,20250109170150_f765c20fda3a463cac4664a35a046efe,(2.0961077318304433e-10-7.105427357601002e-15j),72.9960584640503
nan,nan,20250109170308_e2ac7263e827448a96829a6ab68f8c8a,(6.87521151121473e-11+0j),65.82484936714172
2353.01072527671,0.3499429346469616,20250109170445_5da89c43f9894c35b94734f99e82e3c6,(-1.7756462966644904e-11+0j),71.75748252868652
22002.087370721234,0.41307378774971004,20250109170602_42527a94f30746b0a9012baeb1625d67,(5.235989419816178e-11-2.842170943040401e-14j),73.79551720619202
6093.776331629446,0.9155114428066061,20250109170721_73c9f1502a57402081ab23626b337eb1,(-3.92840981966458e-10-3.9968028886505635e-15j),70.0471704006195
17404.51020827883,0.4072084625297311,20250109170835_2a0d2cb4bb57471b8e11db15db32f2e7,(-6.236255956082459e-11+2.4868995751603507e-13j),78.23198890686035
33452.233433096415,0.8097265625612101,20250109171002_496dc12ee4164df2b679ae83aeb724ca,(-1.006127847702487e-09-4.3076653355456074e-14j),69.0093183517456
7414.06439565011,0.05161676847014218,20250109171116_adda270d08294a19b4bbc0b6402e2039,(4.454525637243023e-11+0j),83.53523278236389
4106.979163909589,0.34558181287435863,20250109171244_c8ae8389b5a94c33ac56b9f61e9eabde,(1.1540990385583427e-11+0j),72.33500647544861
1552.3158090205673,0.3344621743502306,20250109171402_5f47393bc6c342ab813bdd83a35b0238,(-5.313438578014029e-11+0j),67.60058736801147
2551.3172202385995,0.6940990109218991,20250109171515_21f3dc8d5afd4d98b324f69e807539f0,(-8.799005968285201e-11+0j),75.84613704681396
32219.770512053154,0.8614018197466875,20250109171636_54b122ff29a74420847b27d9c8722715,(-1.1232845764652666e-09-2.1316282072803006e-14j),72.94156694412231
19578.345123782892,0.2880377947255577,20250109171755_b5a634b04f094fc7aa0ef2dd937a3e5c,(2.1520812909514575e-11+9.50350909079134e-14j),74.87827610969543
1844.9683162695026,0.34307058948612545,20250109171914_e9a0fb7466934345b14eadd24f7e83d9,(8.779466043051798e-11+0j),72.6392891407013
9987.786809845906,0.8155123704400351,20250109172032_997b79a098e34739b537492fd7b83e67,(2.0961077318304433e-10-7.105427357601002e-15j),72.68010473251343
3871.16321666267,0.46842350565693325,20250109172150_19348f36973b494a814f335902ca1c46,(-1.3976304558127595e-09+9.947598300641403e-14j),73.99604487419128
4293.6108766340385,0.40455492520131187,20250109172310_0030b488d1cf4d2ea5be84ab0bab8af7,(-8.670397733112623e-11-3.311129148642067e-12j),85.55752730369568
8495.986958727792,0.5881343615454626,20250109172453_bf512c64793c4464ad3babfb0f481f6b,(-3.062616826809972e-11+0j),65.7159526348114
nan,nan,20250109172603_84797dc62a5d460fa3973b78b16bfc50,(3.97051280742744e-11+5.968558980384842e-13j),78.11849594116211
61877.53401600802,0.6819448343029525,20250109172750_326fed9e2b9448cc9450007c56b12f07,(-1.0119949322984212e-09-6.483702463810914e-14j),68.53507423400879
6681.055647675901,0.08721867526106142,20250109172904_3c485f6ee79c45bb8d8bdb19d4094c14,(-4.4863668335892726e-11+0j),74.35821342468262
4093.413627868691,0.4345436489816824,20250109173025_d1968d6c7e1f4ff2a1205f4ac0141079,(9.183764859699295e-11+5.684341886080801e-13j),80.12271094322205
29622.636529529987,0.6410847735034992,20250109173152_37c79b51e0f3473e90ca56e95d84d6e6,(8.637535131583718e-12+0j),77.81130266189575
4242.968493209922,0.7165529487137198,20250109173314_700fe73bf26c41b9bb13725a4b22acdf,(-2.5906388145813253e-11+0j),61.32965445518494
5945.532138898991,0.269980867452704,20250109173422_5d922a2f8ce94ff0aa43a3eab8a9fc5c,(-6.575540112407907e-11+0j),80.12429332733154
2150.346825447477,0.6440278427882403,20250109173547_833afaa1e3a9473491fea4c320aba47a,(-3.2102320801641326e-11+0j),79.513676404953
5273.100246361353,0.45498077366019307,20250109173711_2133f71b593d4856a04dc69b54007d2a,(-1.8168577753385762e-11+0j),69.28453254699707
1646.4149205431909,0.5258855096489825,20250109173829_a8e00332b898436db0f61ca2259ed55e,(2.1600499167107046e-12+0j),64.3085150718689
1345.3887436739635,0.2634260904269844,20250109173938_f033b5195d8042b3966e0a57acc82b72,(-2.560796019679401e-11+1.1368683772161603e-13j),65.55791211128235
2792.162861981116,0.47318002175866447,20250109174049_75f7e38112704031898e68898a239715,(2.5863755581667647e-12+0j),68.10162448883057
1050.4901543863539,0.5342456685712655,20250109174211_b93125def2fe4603b50f791cb95fae69,(8.259348760475405e-11+0j),69.18127846717834
4723.395960649257,0.8806750235940005,20250109174329_627c249ec44d4cb8b17c9d3434c39aa3,(2.4415136579136743e-11+0j),64.93980264663696
2186.2285220037193,0.052872993956146086,20250109174440_f2d93bec741c45db9053dc68fbd9df0f,(6.184563972055912e-11+0j),76.61816573143005
1224.3788415631775,0.5128937678702503,20250109174602_ab2fbdcfb7344dc8b47a3d6e849ffc22,(-2.1884716261411086e-12+0j),66.42452383041382
2305.994592354611,0.4580062723150743,20250109174721_86b999e91a334220b966f30e39cc8990,(-4.2938097521982854e-11-1.5916157281026244e-12j),76.23546648025513
24684.315797032235,0.6921563144562388,20250109174851_e73c1d4550f34ab4b12f58b9fb2d7762,(-2.670819121419754e-11+7.389644451905042e-13j),77.39313220977783
2545.775698621499,0.4280962675082256,20250109175020_de44840bfb0b40469c3c4f5236c098dd,(-2.560796019679401e-11+1.1368683772161603e-13j),70.70682692527771
17464.985835254047,0.6661857556284879,20250109175146_caf194b7f9c94b1bb719307a11c72e4d,(-3.347100374639922e-12-1.8118839761882555e-13j),75.94574999809265
34326.20636090135,0.46753631211933044,20250109175309_9ad7bffdab5a44b581482f5f627db4a2,(5.621975107672483e-11+0j),71.46180987358093
nan,nan,20250109175425_51048e703f85450cb5b5ab50484cf02c,(-2.560796019679401e-11+1.1368683772161603e-13j),70.07388734817505
13015.716551356067,0.8669887354149991,20250109175559_2dd8a4892b934b978bacf8a3e886f550,(-3.9100211957077136e-10-1.9539925233402755e-14j),71.32968735694885
nan,nan,20250109175716_63db497fc994461fa5592a9dca72a26a,(3.574029960873304e-11+2.984279490192421e-13j),63.34914994239807
1200.932112903137,0.475132756989337,20250109175842_7d8a85d006a44fc9b7682c7380901a45,(-1.3976304558127595e-09+9.947598300641403e-14j),78.17018675804138
71857.99819530454,0.6758977173324048,20250109180018_85a79924ff86437d85793f6ad09add2b,(-6.731223911593531e-11-2.291500322826323e-13j),75.81547236442566
1632.1856334789436,0.3172430476798991,20250109180139_c8edce424177496c98ef8d057e51e376,(6.551204023708124e-11+0j),77.52948260307312
6535.6800233360955,0.5469095321970412,20250109180302_a715ccd5860542fca889179170003170,(4.537525910564e-11+0j),73.78646492958069
72625.52247333231,0.3129382720682984,20250109180426_06b44ebac6b0412cb3dab76ea2ac89af,(-5.129693336769492e-10-5.3290705182007514e-14j),65.97730755805969
21133.72944881775,0.8128163887978214,20250109180536_9fca23a52289409180e2e35fd0a1f0fc,(2.3739454846349872e-11-1.580957587066223e-13j),70.74125671386719
13754.690646483876,0.33081650079802627,20250109180651_ab6e94109bdf4c0e846d505c3520bfd2,(-1.3429257705865894e-11+0j),78.41430878639221
117563.04464524641,0.07401870540799604,20250109180817_a36dfe46f24c4bf6ae4692ccb58ef399,(-9.312595139476798e-11+0j),70.3480384349823
nan,nan,20250109180932_bcfb1a3f6d88459da2ff29cc9307ae5a,(4.3293368889862904e-11+0j),81.35373282432556
67594.75492232441,0.57611960354432,20250109181124_21f5cc01723b4176a7d6a49cbfe1e048,(-2.975622526157906e-11+4.1744385725905886e-14j),65.97920870780945
nan,nan,20250109181234_b6aaaa957ea841718f309390c27a7bef,(-1.5774048733874224e-12-1.8474111129762605e-12j),63.42137598991394
9208.201010655921,0.9118662252811309,20250109181402_7bb8bfdc4fd044a0839001c034b2c2aa,(-7.040290572746244e-11+0j),73.0512900352478
3160.004779504263,0.28596560442404073,20250109181520_60d1aef61fe6424ab70a9caa6a5d1fda,(2.715694336075103e-11+0j),77.06441307067871
30388.63225911601,0.3921940135497468,20250109181658_147b7217680c4bd88cc4aa3ba68eab47,(-2.4370283568941886e-11+0j),79.31386804580688
21249.163533532206,0.4576854942304708,20250109181822_9b8d6506d48b4264bb879571d25fe700,(3.645794777185074e-11+0j),70.48000931739807
17714.923425831126,0.45202879864032053,20250109181937_5695f85b727243938678241894c3e0d9,(-3.820765925865999e-11+0j),65.46232676506042
15225.80373205143,0.7943812939202711,20250109182047_3927d7f018a94e92982c195283a88bb4,(3.7403413699621524e-11+2.4868995751603507e-14j),78.19199800491333
2080.521596995242,0.29984022811550104,20250109182210_7d1414289c19443995e3c6f82279b8ae,(-4.552447308014962e-11+0j),87.45045280456543
1012.463919802397,0.558559619250006,20250109182351_3700fcc775714e99bb9413a11ad3827b,(5.794476010123617e-11+3.979039320256561e-13j),72.9170618057251
41466.46224735177,0.6688261719852497,20250109182509_2b2f8b96706749db80f8365ce52198f8,(-5.6022964045610024e-11+0j),72.10442280769348
6409.548456333045,0.19699267901071382,20250109182626_ae3bdb2e1d2f4d7ba3d5bbb9b4770b2f,(5.977085493213963e-11+0j),72.96827030181885
20102.527066224073,0.5948917410094132,20250109182748_21c07fb178a14db785165fc87ebd2e3c,(-1.192024257079538e-11+1.8829382497642655e-13j),63.30213928222656
11318.983021839964,0.5084333027812533,20250109182856_1433c6e26da94c90a4014b7f4c170970,(6.371969618612638e-11-7.389644451905042e-13j),78.00385522842407
1595.9609120259422,0.6875445747549838,20250109183021_1f865f37c1084d758bf4930082a8f30e,(7.09192704562156e-11+1.7053025658242404e-13j),80.84158825874329
7035.072802380057,0.7620213026292566,20250109183147_8aec5781ccfb449ba8424bd20d7c8963,(8.532019535323343e-11+0j),72.20902943611145
4378.755687167564,0.4208641137733954,20250109183306_18aef576d59249f189fbefd090ad98d9,(-5.432809757621726e-11+0j),66.45862126350403
nan,nan,20250109183417_a60cf41761af4f2a8ccbbb392e0b72f3,(4.672529030358419e-11+0j),81.6250262260437
9047.995680199017,0.4448171748542087,20250109183605_0bf45c368fa54ed1a0c8018e8d4158f6,(7.30633331613717e-11+0j),79.06941556930542
nan,nan,20250109183730_6c247f850ecb4c08be86eb16cd226508,(-5.7912785678126966e-11-5.044853423896711e-13j),69.02894520759583
6352.5282279050125,0.7386424431436793,20250109183912_863982a98cf74dd38d18cbc2df2c039b,(-4.9817039382560324e-11+1.0089706847793423e-12j),86.7245090007782
nan,nan,20250109184044_923cbc4ee3154f058e1f108859b68304,(-9.940492873283802e-11+0j),76.00880718231201
52679.38397471022,0.4691203532128758,20250109184227_569b60582e20472aac6dd3e333f6218f,(-9.024125890988444e-11+0j),67.30270195007324
3400.562081197405,0.3827613814223406,20250109184338_13c37085cfc2466cbfe815bc67d9308d,(-1.7401191598764854e-11+1.1368683772161603e-13j),73.60798525810242
12392.832161381628,0.40235472402484407,20250109184503_07ec56253e034467a75b9ecc2733d9bc,(7.461231632532872e-11+0j),72.87449836730957
nan,nan,20250109184623_e4b9b61430c04b169b3ec09988684ee8,(8.714096111361869e-11+0j),73.97312378883362
7697.169761109422,0.6396276440893722,20250109184806_cd15741cfb6d47d28bbcdf3e42e7224e,(-7.703171434059186e-11+0j),76.05581259727478
24014.85888218463,0.5988018473295577,20250109184928_78d0c036c7c34a149672bfd53403d74c,(8.637535131583718e-12+0j),69.62860608100891
2334.9653265381457,0.0802844238978242,20250109185042_48e9f61b92a143f680f674036466dd5d,(-6.335199032037053e-11+0j),71.29855489730835
4870.377056362809,0.7071819445242741,20250109185203_618b7b7bff5b479ab63f384b706273ad,(4.595968050580268e-11-1.9468870959826745e-12j),68.28569269180298
6497.6069011883565,0.6418243456170593,20250109185315_60c00fd82e5b499b98d07f1830770043,(3.659295089164516e-12+0j),79.19193029403687
16467.18143753571,0.4985941565743204,20250109185442_4e7832cd91ea420fa02a487b5b0fa7c5,(-5.432809757621726e-11+0j),79.28759336471558
2884.596158495723,0.37197665948013325,20250109185606_76785431d43e4e12a7c8a9e0fc95809d,(3.97051280742744e-11+5.968558980384842e-13j),74.62064695358276
63485.77008709621,0.7201559511550263,20250109185727_35e26a06f0ef42f3b81d023ad9903263,(-1.6104784172910058e-10+0j),73.77408599853516
3772.0132373253564,0.6679351621415164,20250109185846_7c21bff8ec5c4bb9ad5d9431a166a689,(-1.2229328660851024e-11+0j),72.71299982070923
6272.952220684314,0.9073386872562267,20250109190005_a9374e6126c74148a8f0490b16976e49,(-9.32369736972305e-11-6.217248937900877e-13j),74.91656064987183
8844.38177368089,0.5979483498901748,20250109190125_d834b449e9df46ba879f3a667fd8253e,(3.802647086104116e-11-9.947598300641403e-14j),82.64474368095398
33102.95157982474,0.5732224061989766,20250109190255_62e4a080f4104789945674078d2d9a9b,(-4.934586073090941e-11+0j),63.64661741256714
28750.791306669882,0.5960692801314385,20250109190403_1218b39c534f4be59c66c253749a9eea,(1.2088552381328554e-11+0j),60.18274235725403
20835.48269912754,0.85285669319122,20250109190511_07a7eb6e94a14fdc9fefd5b0dd98cc0e,(-7.661716261431195e-10+0j),75.3775327205658
9986.168226764112,0.8361459343439234,20250109190631_74583ebdbfc948d789ded2c84da70207,(8.053036015809312e-11+4.085620730620576e-14j),71.1921112537384
14783.610851492002,0.9196482743120795,20250109190747_4e77efcc0f1f481e8f493f49a15cf7d6,(-2.090655426556509e-11+0j),70.34358739852905
3016.981336488642,0.35439543380255323,20250109190902_e7958c4f1253499088fd1a1ad2c3e02b,(-5.468336894409731e-11+0j),69.98698925971985
13076.199604789126,0.6645946393723416,20250109191018_244100a49f2b423f9942aa0620a6d9d8,(-1.0054179711005418e-12-4.902744876744691e-13j),67.8863296508789
4522.034849450391,0.944195361624879,20250109191131_44a3a112ccd14bc498fca9de2c8cd688,(2.3739454846349872e-11-1.580957587066223e-13j),74.44897437095642
2974.064575933809,0.5261962707613681,20250109191251_5b8de2e45b3d4453b9f20dfc3b82ba53,(3.3026026358129457e-11+0j),77.69262719154358
8659.757254369319,0.6186969182105946,20250109191419_49ba005b525e4ad2916965b58b0e81e4,(7.790390554873738e-11+0j),63.22113347053528
2478.821184013185,0.20567003950036022,20250109191528_c27189aa5f434810a4b7cdff99b246e5,(5.7838178690872155e-12+1.8474111129762605e-13j),82.86508131027222
7534.330740791285,0.6228462134231199,20250109191656_89f2e0b277e142aaa2fc781ffbb001f3,(2.5988100560425664e-11+0j),68.51961970329285
9133.861676527353,0.743323760223156,20250109191810_1ecb23ad1ea34397ad4db1f988ca5a02,(-1.929034709746702e-11-2.4868995751603507e-14j),72.44062232971191
13090.862302075451,0.6332659519773806,20250109191929_05d44e51a41247088adebbf060f96ea4,(9.68894964259448e-11+0j),79.6664650440216
4447.824613294858,0.07489423962355835,20250109192055_3b0954ed08ab4eeca044728db5a9e898,(-9.842437975748908e-11-3.410605131648481e-12j),91.06056189537048
7858.341714903542,0.7112846444375163,20250109192237_61a6193ae40747479e0115b302e24af9,(3.659295089164516e-12+0j),81.57930016517639
2320.4987135143783,0.6460585447283964,20250109192408_615fdeb8494b49779f15a1f7f662fbb7,(5.5436988333212867e-11-2.5224267119483557e-13j),75.71384286880493
2831.3955805488886,0.6997791316071361,20250109192532_e72cdce950ce45558592aecca9d7d884,(-2.6854962698052987e-11+0j),78.7586317062378
15472.865152844335,0.8000315954454498,20250109192710_5e15f825b6ee4b8fa3a0adea41ea26c1,(-3.692135486232928e-11+0j),72.29528141021729
4216.47625113037,0.7304394435228462,20250109192827_0c41a6ab06b04358a7048f018aed87b8,(-5.629310351196182e-10-7.815970093361102e-14j),75.00992345809937
7167.649288664285,0.3647950516637912,20250109193000_0023a1c9877248849d492569a5d60e5c,(7.105427357601002e-13-8.526512829121202e-13j),69.88903570175171
14711.33428193329,0.8526580910561641,20250109193124_4d33c10127a843c7ae91233340ee93f5,(-4.934586073090941e-11+0j),81.91743588447571
3149.9703848665877,0.3710274642111985,20250109193251_d94ffcf11a1c43d0b47bb2c67030c77f,(3.3026026358129457e-11+0j),74.11051225662231
2355.3952686793364,0.37313095107607575,20250109193435_381e0063e0ef4067af96a20dac0f24aa,(-4.2938097521982854e-11-1.5916157281026244e-12j),81.79843854904175
3720.32192074653,0.1694612950679718,20250109193617_5cc4f5e233a7494bb53d37e4ed1d0f9f,(1.7564616427989677e-11+0j),68.43682980537415
4446.7928318498025,0.43339860202218217,20250109193743_2ea64bbfc5ec40ffb1b5b5f1994f8d62,(-1.4729550912306877e-11-1.1084466677857563e-12j),76.05760049819946
9471.214771700219,0.2669839013894869,20250109193906_770b7a0b5e1446239b95038658d594cf,(-3.0524915928253904e-11+0j),83.88882803916931
8983.99686429934,0.5995816208279598,20250109194035_b847d9e81b684970a00b77628eb7c127,(4.765077221691172e-11+3.197442310920451e-13j),66.9401912689209
2840.881522905641,0.442750880398881,20250109194146_4c3d2d83620f4629a66ce7af12816c25,(2.76685341304983e-11+0j),88.94291830062866
