Q,SE,uuid,t11,time_cost
20417.946804857667,0.6490589992543884,20250212114112_44af710fe810413b810492ee357f5da3,(-2.5011992477175227e-11-2.877698079828406e-13j),86.68274903297424
39110.1292045531,0.35076262683560155,20250212114244_fd7a459a9c074600aedeb4fa03cf7ce4,(-9.425704661225609e-11+0j),90.38345050811768
7030.807202618006,0.20993909969107005,20250212114419_34ca5009761c48009137d3fd605dcb03,(-7.225153808576579e-11+0j),89.983562707901
22393.19951658197,0.2622822620707179,20250212114554_fd6fc749e1bf4da5b37e07e71fd713a2,(-6.194866841724433e-11+0j),90.62309074401855
24148.92935966979,0.3157275370035938,20250212114729_28f556cf08104ad6874d23022cb2ea6a,(-4.232347805555037e-11+0j),96.19610476493835
3130.9578259051877,0.45750614635295106,20250212114910_4a209ce081f848238b5edf86351352b1,(5.555378379540343e-11+0j),94.65101647377014
24120.31757770634,0.41766000444437934,20250212115049_959d96a834a644a28b040e01bf2f07ed,(-8.773959336849657e-11+0j),93.70717239379883
6317.153642609424,0.3031043148128364,20250212115226_c3fe84f4542c4262bace045b2dea1e2b,(-5.0324189260209096e-11-1.0231815394945443e-12j),92.91159057617188
12714.678435949472,0.3994936225938963,20250212115403_5b3317aabbe54af08042f785ba4c4beb,(-1.2231282653374365e-10+0j),85.30643129348755
15778.436327262676,0.5135664207432389,20250212115532_3073ae696dad46ae805b3d094c957536,(-1.4082068844345486e-09-2.1316282072803006e-14j),85.1459310054779
45211.90072951812,0.3294277590460507,20250212115701_84e91b68c1044deab66353ea830a19ce,(1.2875034371973015e-11+8.526512829121202e-14j),95.34333825111389
1925.9789138229764,0.4350115815639566,20250212115840_346d9480449b451eaca5c4672b6c8a69,(5.3017146228739875e-11+0j),91.03088235855103
7242.317539805961,0.42486997894135314,20250212120016_1cf10ae1ddba4bb0a8b61b50e7928875,(8.942890872276621e-11+0j),86.20671606063843
25900.03327502481,0.18678954122860192,20250212120146_5fb30272d262447faf648372fbb8064b,(-2.312816604899126e-11-1.0373923942097463e-12j),90.91417193412781
nan,nan,20250212120321_956b0835baf34431a4e5f94a0e900b6a,(7.573675020466908e-11+0j),89.82900476455688
6431.75355390887,0.8321369819423612,20250212120505_e45f04efbc0f4e388cdcea429586c7b0,(9.051071003796096e-11-1.4921397450962104e-13j),90.05606031417847
9801.977948618354,0.5038725383237492,20250212120639_dcececfa95754e3ab932f0fb7ef1f9b7,(-9.622347363347217e-11+0j),80.77097368240356
13291.56501787851,0.6139337090933923,20250212120805_150180f1889e4397b435cb6d4a4397f3,(-8.590461675339611e-12-5.115907697472721e-13j),96.32317113876343
72513.2263338265,0.38725791323961045,20250212120946_2d6fe7a3b5894855bc5e31a733799e65,(8.523137751126342e-11+0j),85.7145254611969
3560.7366978930986,0.594037719259626,20250212121115_ca5ec73e17284361931acbd4dbb5bfcf,(-2.8348878799988597e-11+0j),90.71850085258484
13137.04625968711,0.7642649845165237,20250212121250_f0acdfeafcf5425484de23d44cf91d31,(5.985789641727024e-11+0j),83.57041239738464
13995.049739436156,0.7760014482834128,20250212121419_76797f96410249af85cfd231ab0ac7f8,(6.370903804508998e-11+0j),84.49022340774536
8224.698207321666,0.7313765613257912,20250212121549_5f4e96bd883644faa5de10a5075495df,(-4.9536375001935085e-11-9.947598300641403e-13j),92.40921330451965
11987.08202363878,0.807375691335178,20250212121725_9d99e9ce485a466a8231fdc4a2678343,(-1.1597860449796826e-09-1.1368683772161603e-13j),79.94553875923157
6061.111752688994,0.4222254622957132,20250212121849_de91989bd6c54380bcb46c7d28d0a59c,(-5.835243399587853e-11+2.7000623958883807e-13j),89.67431163787842
